"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Tel Aviv-Yafo,  Israel","Tel Aviv-Yafo"," Israel","Tel Aviv-Yafo, Tel Aviv Subdistrict, Tel Aviv District, Israel","32.0852997","34.7818064","0.0","0.0","0","67"
"Amman,  Jordan","Amman"," Jordan","Amman, 2062, Jordan","31.9515694","35.9239625","435.532","14566.282","0","67"
"Beirut,  Lebanon","Beirut"," Lebanon","Beirut, Beirut Governorate, Lebanon","33.8959203","35.47843","847.612","28348.229","0","67"
"Larnaca Municipality,  Cyprus","Larnaca Municipality"," Cyprus","Larnaca Municipality, Larnaca District, South Cyprus, Cyprus","34.9236095","33.6236184","1335.668","44671.156","0","67"
"Pafos,  Cyprus","Pafos"," Cyprus","Pafos, Paphos Municipality, Paphos District, South Cyprus, 8047, Cyprus","34.7743988","32.4231586","1484.584","49651.654","0","67"
"Cairo,  Egypt","Cairo"," Egypt","Cairo, Cairo Governorate, Egypt","30.0443879","31.2357257","1630.18","54521.079","0","67"
"Baghdad,  Iraq","Baghdad"," Iraq","Baghdad, Al-Karkh Central Subdistrict, Al-Karkh District, Baghdad Governorate, Iraq","33.3024309","44.3787992","27414.348","121654.569","67","0"
"Istanbul,  Turkey","Istanbul"," Turkey","Istanbul, Fatih, Istanbul, Marmara Region, 34126, Turkey","41.0096334","28.9651646","31160.48","150008.086","67","0"
"Athens,  Greece","Athens"," Greece","Athens, Municipality of Athens, Regional Unit of Central Athens, Attica, 10667, Greece","37.9839412","23.7283052","32415.602","160787.229","67","0"
"Yerevan,  Armenia","Yerevan"," Armenia","Yerevan, Armenia","40.1776121","44.5125849","33240.599","167872.401","67","0"
"Kuwait City,  Kuwait","Kuwait City"," Kuwait","Kuwait City, Al Asimah, 15005, Kuwait","29.3797091","47.9735629","33904.154","173571.091","67","0"
"Tbilisi,  Georgia","Tbilisi"," Georgia","Tbilisi, Georgia","41.6934591","44.8014495","35433.84","186145.049","67","0"
"Sofia,  Bulgaria","Sofia"," Bulgaria","Sofia, Sofia City, Sofia-City, Bulgaria","42.6978634","23.3221789","39001.995","207944.503","67","0"
"Bucharest,  Romania","Bucharest"," Romania","Bucharest, Romania","44.4361414","26.1027202","39344.456","209893.331","67","0"
"Tehran,  Iran","Tehran"," Iran","Tehran, بخش مرکزی شهرستان تهران, Tehran County, Tehran Province, Iran","35.6892523","51.3896004","39720.31","212032.188","67","0"
"Dammam Governorate,  Saudi Arabia","Dammam Governorate"," Saudi Arabia","Dammam Governorate, Eastern Region, Saudi Arabia","26.4367824","50.1039991","40408.484","215948.344","67","0"
"Skopje,  North Macedonia","Skopje"," North Macedonia","Skopje, Municipality of Centar, City of Skopje, Skopje Region, North Macedonia","41.9960924","21.4316495","40478.401","216346.219","67","0"
"Baku,  Azerbaijan","Baku"," Azerbaijan","Baku, Yasamal Raion, Baku City, Absheron, Azerbaijan","40.3754434","49.8326748","40866.96","218557.374","67","0"
"Manama,  Bahrain","Manama"," Bahrain","Manama, Capital Governorate, 308, Bahrain","26.2235041","50.5822436","41662.034","223081.865","67","0"
"Tirana,  Albania","Tirana"," Albania","Tirana, Tirana Municipally, Tirana County, Central Albania, 1001-1028, Albania","41.3279485","19.8185512","42014.752","225089.066","67","0"
"Podgorica,  Montenegro","Podgorica"," Montenegro","Podgorica, Podgorica Capital City, Montenegro","42.4415238","19.2621081","44544.344","239484.099","67","0"
"Doha,  Qatar","Doha"," Qatar","Doha, Qatar","25.2856329","51.5264162","44775.912","240801.875","67","0"
"Khartoum,  Sudan","Khartoum"," Sudan","Khartoum, Khartoum State, 11111, Sudan","15.5635972","32.5349123","46050.055","248052.582","67","0"
"Belgrade,  Serbia","Belgrade"," Serbia","Belgrade, Stari Grad Urban Municipality, City of Belgrade, Central Serbia, 11000, Serbia","44.8178131","20.4568974","46757.285","252077.185","67","0"
"Valletta,  Malta","Valletta"," Malta","Valletta, South Eastern Region, Malta","35.8989818","14.5136759","47490.513","256249.73","67","0"
"City of Sarajevo,  Bosnia and Herzegovina","City of Sarajevo"," Bosnia and Herzegovina","City of Sarajevo, Sarajevo Canton, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina","43.8519774","18.3866868","48069.085","259542.187","67","0"
"Tripoli,  Libya","Tripoli"," Libya","Tripoli, سوق الجمعة, Tripoli, Libya","32.896672","13.1777923","50137.559","271313.155","67","0"
"Kyiv,  Ukraine","Kyiv"," Ukraine","Kyiv, Ukraine","50.4500336","30.5241361","51249.903","277643.122","67","0"
"Dubai,  United Arab Emirates","Dubai"," United Arab Emirates","Dubai, 39205, United Arab Emirates","25.2653471","55.2924914","52744.196","286146.63","67","0"
"Budapest,  Hungary","Budapest"," Hungary","Budapest, V. kerület, Central Hungary, Hungary","47.4983815","19.0404707","53551.948","290743.268","67","0"
"Ashgabat,  Turkmenistan","Ashgabat"," Turkmenistan","Ashgabat, Turkmenistan","37.9404648","58.3823487","55176.477","299987.901","67","0"
"Rome,  Italy","Rome"," Italy","Rome, Roma Capitale, Lazio, Italy","41.8933203","12.4829321","55470.122","301658.933","67","0"
"Bratislava,  Slovakia","Bratislava"," Slovakia","Bratislava, Region of Bratislava, Slovakia","48.1516988","17.1093063","57167.764","311266.65","67","0"
"Ljubljana,  Slovenia","Ljubljana"," Slovenia","Ljubljana, Upravna Enota Ljubljana, 1000, Slovenia","46.0499803","14.5068602","57276.049","311875.435","67","0"
"Vienna,  Austria","Vienna"," Austria","Vienna, Austria","48.2083537","16.3725042","58220.021","317182.514","67","0"
"Tunisia, Tunisia","Tunisia","Tunisia","Tunisia","33.8439408","9.400138","58290.828","317580.595","67","0"
"Minsk,  Belarus","Minsk"," Belarus","Minsk, Belarus","53.902334","27.5618791","61220.444","334051.102","67","0"
"Muscat,  Oman","Muscat"," Oman","Muscat, Oman","23.5882019","58.3829448","61356.369","334815.281","67","0"
"Warsaw,  Poland","Warsaw"," Poland","Warsaw, Masovian Voivodeship, Poland","52.2319581","21.0067249","61430.519","335232.157","67","0"
