"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Vienna,  Austria","Vienna"," Austria","Vienna, Austria","48.2083537","16.3725042","0.0","0.0","0","67"
"Bratislava,  Slovakia","Bratislava"," Slovakia","Bratislava, Region of Bratislava, Slovakia","48.1516988","17.1093063","220.328","7368.833","0","67"
"Budapest,  Hungary","Budapest"," Hungary","Budapest, V. kerület, Central Hungary, Hungary","47.4983815","19.0404707","857.968","28694.577","0","67"
"Prague,  Czechia","Prague"," Czechia","Prague, Czechia","50.0874654","14.4212535","1011.941","33844.176","0","67"
"Ljubljana,  Slovenia","Ljubljana"," Slovenia","Ljubljana, Upravna Enota Ljubljana, 1000, Slovenia","46.0499803","14.5068602","1115.454","37306.141","0","67"
"Belgrade,  Serbia","Belgrade"," Serbia","Belgrade, Stari Grad Urban Municipality, City of Belgrade, Central Serbia, 11000, Serbia","44.8178131","20.4568974","1961.518","65602.595","0","67"
"City of Sarajevo,  Bosnia and Herzegovina","City of Sarajevo"," Bosnia and Herzegovina","City of Sarajevo, Sarajevo Canton, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina","43.8519774","18.3866868","17198.622","68166.262","67","0"
"Berlin,  Germany","Berlin"," Germany","Berlin, 10117, Germany","52.5170365","13.3888599","17581.258","70169.702","67","0"
"Warsaw,  Poland","Warsaw"," Poland","Warsaw, Masovian Voivodeship, Poland","52.2319581","21.0067249","18396.895","74440.279","67","0"
"Zurich,  Switzerland","Zurich"," Switzerland","Zurich, District Zurich, Zurich, Switzerland","47.3744489","8.5410422","19332.361","79338.266","67","0"
"Podgorica,  Montenegro","Podgorica"," Montenegro","Podgorica, Podgorica Capital City, Montenegro","42.4415238","19.2621081","21575.897","91085.149","67","0"
"Rome,  Italy","Rome"," Italy","Rome, Roma Capitale, Lazio, Italy","41.8933203","12.4829321","23771.743","102582.332","67","0"
"Luxembourg, Luxembourg","Luxembourg","Luxembourg","Luxembourg","49.8158683","6.1296751","23820.76","102838.981","67","0"
"Skopje,  North Macedonia","Skopje"," North Macedonia","Skopje, Municipality of Centar, City of Skopje, Skopje Region, North Macedonia","41.9960924","21.4316495","24560.076","106709.948","67","0"
"Tirana,  Albania","Tirana"," Albania","Tirana, Tirana Municipally, Tirana County, Central Albania, 1001-1028, Albania","41.3279485","19.8185512","24954.95","108777.462","67","0"
"Sofia,  Bulgaria","Sofia"," Bulgaria","Sofia, Sofia City, Sofia-City, Bulgaria","42.6978634","23.3221789","25099.914","109536.477","67","0"
"Bucharest,  Romania","Bucharest"," Romania","Bucharest, Romania","44.4361414","26.1027202","26085.972","114699.355","67","0"
"Copenhagen,  Denmark","Copenhagen"," Denmark","Copenhagen, Copenhagen Municipality, Capital Region of Denmark, 1357, Denmark","55.6867243","12.5700724","26473.433","116728.055","67","0"
"Brussels,  Belgium","Brussels"," Belgium","Brussels, City of Brussels, Brussels-Capital, Belgium","50.8465573","4.351697","27586.798","122557.499","67","0"
"Amsterdam,  Netherlands","Amsterdam"," Netherlands","Amsterdam, North Holland, Netherlands","52.3727598","4.8936041","28140.56","125456.928","67","0"
"Vilnius,  Lithuania","Vilnius"," Lithuania","Vilnius, Vilnius city municipality, Vilnius County, Lithuania","54.6870458","25.2829111","28424.761","126944.971","67","0"
"Minsk,  Belarus","Minsk"," Belarus","Minsk, Belarus","53.902334","27.5618791","29362.739","134568.87","67","0"
"Paris,  France","Paris"," France","Paris, Ile-de-France, Metropolitan France, France","48.8566969","2.3514616","29818.418","138482.297","67","0"
"Kyiv,  Ukraine","Kyiv"," Ukraine","Kyiv, Ukraine","50.4500336","30.5241361","30132.892","141183.035","67","0"
"Riga,  Latvia","Riga"," Latvia","Riga, Vidzeme, Latvia","56.9493977","24.1051846","30886.568","147655.7","67","0"
"London,  United Kingdom","London"," United Kingdom","London, Greater London, England, United Kingdom","51.5073219","-0.1276474","32967.918","165530.585","67","0"
"Stockholm,  Sweden","Stockholm"," Sweden","Stockholm, Stockholms kommun, Stockholm County, 111 29, Sweden","59.3251172","18.0710935","33057.686","166301.528","67","0"
"Istanbul,  Turkey","Istanbul"," Turkey","Istanbul, Fatih, Istanbul, Marmara Region, 34126, Turkey","41.0096334","28.9651646","33597.898","170940.929","67","0"
"Athens,  Greece","Athens"," Greece","Athens, Municipality of Athens, Regional Unit of Central Athens, Attica, 10667, Greece","37.9839412","23.7283052","33709.164","171896.5","67","0"
"Oslo,  Norway","Oslo"," Norway","Oslo, Norway","59.9133301","10.7389701","34794.314","181070.514","67","0"
"Tallinn,  Estonia","Tallinn"," Estonia","Tallinn, Harju maakond, Estonia","59.4372155","24.7453688","34970.603","182469.337","67","0"
"Valletta,  Malta","Valletta"," Malta","Valletta, South Eastern Region, Malta","35.8989818","14.5136759","35232.253","184545.488","67","0"
"Helsinki,  Finland","Helsinki"," Finland","Helsinki, Helsinki sub-region, Uusimaa, Southern Finland, Mainland Finland, Finland","60.1674881","24.9427473","36349.63","192850.81","67","0"
"Saint Petersburg,  Russia","Saint Petersburg"," Russia","Saint Petersburg, Northwestern Federal District, 190000, Russia","59.938732","30.316229","39743.301","212163.016","67","0"
"Moscow,  Russia","Moscow"," Russia","Moscow, Central Federal District, Russia","55.7504461","37.6174943","41774.424","223721.44","67","0"
"Dublin,  Ireland","Dublin"," Ireland","Dublin, Dublin 1, Leinster, Ireland","53.3497645","-6.2602732","42073.165","225421.473","67","0"
"Tunisia, Tunisia","Tunisia","Tunisia","Tunisia","33.8439408","9.400138","42472.034","227691.295","67","0"
"Tripoli,  Libya","Tripoli"," Libya","Tripoli, سوق الجمعة, Tripoli, Libya","32.896672","13.1777923","43043.075","230940.897","67","0"
"Madrid,  Spain","Madrid"," Spain","Madrid, Área metropolitana de Madrid y Corredor del Henares, Community of Madrid, 28001, Spain","40.4167047","-3.7035825","45068.799","242468.594","67","0"
"Pafos,  Cyprus","Pafos"," Cyprus","Pafos, Paphos Municipality, Paphos District, South Cyprus, 8047, Cyprus","34.7743988","32.4231586","49472.935","267531.012","67","0"
"Larnaca Municipality,  Cyprus","Larnaca Municipality"," Cyprus","Larnaca Municipality, Larnaca District, South Cyprus, Cyprus","34.9236095","33.6236184","50741.164","274748.068","67","0"
"Beirut,  Lebanon","Beirut"," Lebanon","Beirut, Beirut Governorate, Lebanon","33.8959203","35.47843","55352.206","300987.917","67","0"
"Lisbon,  Portugal","Lisbon"," Portugal","Lisbon, Grande Lisboa, Área Metropolitana de Lisboa, Portugal","38.7077507","-9.1365919","56601.558","308083.403","67","0"
"Tbilisi,  Georgia","Tbilisi"," Georgia","Tbilisi, Georgia","41.6934591","44.8014495","57479.111","313017.064","67","0"
"Tel Aviv-Yafo,  Israel","Tel Aviv-Yafo"," Israel","Tel Aviv-Yafo, Tel Aviv Subdistrict, Tel Aviv District, Israel","32.0852997","34.7818064","58220.021","317182.514","67","0"
"Cairo,  Egypt","Cairo"," Egypt","Cairo, Cairo Governorate, Egypt","30.0443879","31.2357257","58597.72","319305.966","67","0"
"Yerevan,  Armenia","Yerevan"," Armenia","Yerevan, Armenia","40.1776121","44.5125849","58953.935","321308.632","67","0"
"Amman,  Jordan","Amman"," Jordan","Amman, 2062, Jordan","31.9515694","35.9239625","60016.087","327280.122","67","0"
"Casablanca,  Morocco","Casablanca"," Morocco","Casablanca, Pachalik de Casablanca, Prefecture of Casablanca, Casablanca-Settat, Morocco","33.5950627","-7.6187768","63074.064","344472.288","67","0"
"Baku,  Azerbaijan","Baku"," Azerbaijan","Baku, Yasamal Raion, Baku City, Absheron, Azerbaijan","40.3754434","49.8326748","67980.277","372055.358","67","0"
"Baghdad,  Iraq","Baghdad"," Iraq","Baghdad, Al-Karkh Central Subdistrict, Al-Karkh District, Baghdad Governorate, Iraq","33.3024309","44.3787992","69898.689","382840.809","67","0"
"Reykjavik,  Iceland","Reykjavik"," Iceland","Reykjavik, Capital Region, Iceland","64.145981","-21.9422367","70650.054","387065.034","67","0"
"Tehran,  Iran","Tehran"," Iran","Tehran, بخش مرکزی شهرستان تهران, Tehran County, Tehran Province, Iran","35.6892523","51.3896004","77518.043","425677.349","67","0"
"Ashgabat,  Turkmenistan","Ashgabat"," Turkmenistan","Ashgabat, Turkmenistan","37.9404648","58.3823487","81974.924","475385.134","67","0"
"Kuwait City,  Kuwait","Kuwait City"," Kuwait","Kuwait City, Al Asimah, 15005, Kuwait","29.3797091","47.9735629","82041.131","456554.051","67","0"
"Dammam Governorate,  Saudi Arabia","Dammam Governorate"," Saudi Arabia","Dammam Governorate, Eastern Region, Saudi Arabia","26.4367824","50.1039991","84430.356","507867.877","67","0"
"Manama,  Bahrain","Manama"," Bahrain","Manama, Capital Governorate, 308, Bahrain","26.2235041","50.5822436","85272.368","514472.946","67","0"
"Nur-Sultan,  Kazakhstan","Nur-Sultan"," Kazakhstan","Nur-Sultan, Kazakhstan","51.1282205","71.4306682","86200.911","520228.071","67","0"
"Khartoum,  Sudan","Khartoum"," Sudan","Khartoum, Khartoum State, 11111, Sudan","15.5635972","32.5349123","87004.08","525206.129","67","0"
"Doha,  Qatar","Doha"," Qatar","Doha, Qatar","25.2856329","51.5264162","88315.347","533333.386","67","0"
"N'Djamena,  Chad","N'Djamena"," Chad","N'Djamena, Chad","12.1191543","15.0502758","89065.938","537985.563","67","0"
"Niamey,  Niger","Niamey"," Niger","Niamey, 8001, Niger","13.524834","2.109823","90364.562","546034.459","67","0"
"Tashkent,  Uzbekistan","Tashkent"," Uzbekistan","Tashkent, 100128, Uzbekistan","41.3123363","69.2787079","92247.427","557704.487","67","0"
"Dubai,  United Arab Emirates","Dubai"," United Arab Emirates","Dubai, 39205, United Arab Emirates","25.2653471","55.2924914","93819.444","567447.88","67","0"
"Nouakchott,  Mauritania","Nouakchott"," Mauritania","Nouakchott, المفترق, `Arafat, Nouakchott, Mauritania","18.0629628","-15.962910646085763","98328.175","595393.074","67","0"
"Bishkek,  Kyrgyzstan","Bishkek"," Kyrgyzstan","Bishkek, Kyrgyzstan","42.8765615","74.6070079","98778.232","598182.535","67","0"
"Bamako,  Mali","Bamako"," Mali","Bamako, Kati Cercle, Koulikoro, Mali","12.61326555","-7.984739136241295","100714.369","610182.742","67","0"
"Muscat,  Oman","Muscat"," Oman","Muscat, Oman","23.5882019","58.3829448","101368.63","614237.864","67","0"
"Lagos,  Nigeria","Lagos"," Nigeria","Lagos, Lagos Island, Lagos, 100242, Nigeria","6.4550575","3.3941795","106092.772","643518.181","67","0"
"Addis Ababa,  Ethiopia","Addis Ababa"," Ethiopia","Addis Ababa, 1138, Ethiopia","9.0107934","38.7612525","106844.566","648177.819","67","0"
"Dakar,  Senegal","Dakar"," Senegal","Dakar, 2084, Senegal","14.693425","-17.447938","106983.62","649039.675","67","0"
"Islamabad,  Pakistan","Islamabad"," Pakistan","Islamabad, Islamabad Capital Territory, 44000, Pakistan","33.6938118","73.0651511","108290.972","657142.668","67","0"
"Espargos,  Cape Verde","Espargos"," Cape Verde","Espargos, Sal, 4110, Cape Verde","16.7577983","-22.9431454","110143.666","668625.696","67","0"
"Hargeisa,  Somalia","Hargeisa"," Somalia","Hargeisa, Hargeisa District, Woqooyi Galbeed, 1100, Somalia","9.561733","44.061803","110710.301","672137.712","67","0"
"Juba,  South Sudan","Juba"," South Sudan","Juba, Central Equatoria, PRIVATE BAG, South Sudan","4.8472017","31.5951655","111101.178","674560.377","67","0"
"Freetown,  Sierra Leone","Freetown"," Sierra Leone","Freetown, Western Area Urban, Western Area, 00232, Sierra Leone","8.479004","-13.26795","115100.087","699345.684","67","0"
"Monrovia,  Liberia","Monrovia"," Liberia","Monrovia, Greater Monrovia, Montserrado County, 231, Liberia","6.328034","-10.797788","117228.413","712537.083","67","0"
"Kampala,  Uganda","Kampala"," Uganda","Kampala, Central Region, Uganda","0.3177137","32.5813539","122238.547","743589.989","67","0"
"New Delhi,  India","New Delhi"," India","New Delhi, Delhi, India","28.6138954","77.2090057","122582.445","745721.47","67","0"
"Kigali,  Rwanda","Kigali"," Rwanda","Kigali, Nyarugenge District, Kigali City, 2079, Rwanda","-1.950851","30.061507","126209.934","768204.711","67","0"
"Congo,  Democratic Republic of the Congo","Congo"," Democratic Republic of the Congo","Congo, Ngaliema, Kinshasa, 24302, Democratic Republic of the Congo","-4.36642155","15.25859008539669","128678.763","783506.562","67","0"
"Nairobi,  Kenya","Nairobi"," Kenya","Nairobi, Kenya","-1.3031689499999999","36.826061224105075","128732.197","783837.744","67","0"
"Kathmandu,  Nepal","Kathmandu"," Nepal","Kathmandu, Kamaladi Marg, Kamalpokhari, Baghbazar, Kathmandu, Bagmati Pradesh, 46600, Nepal","27.708317","85.3205817","136988.672","835011.525","67","0"
"Ulaanbaatar,  Mongolia","Ulaanbaatar"," Mongolia","Ulaanbaatar, Mongolia","47.94909925","107.02225913456641","138649.761","845306.982","67","0"
"Luanda,  Angola","Luanda"," Angola","Luanda, Municipality of Luanda, Luanda Province, Angola","-8.8272699","13.2439512","139542.008","850837.147","67","0"
"Zanzibar,  Tanzania","Zanzibar"," Tanzania","Zanzibar, Tanzania","-6.09994425","39.32094431715264","141527.153","863141.112","67","0"
"New York,  United States","New York"," United States","New York, United States","40.7127281","-74.0060152","149200.052","910697.879","67","0"
"Dhaka,  Bangladesh","Dhaka"," Bangladesh","Dhaka, Chanpara Bazar, Dhaka District, Dhaka Division, 1230, Bangladesh","23.810651","90.4126466","151444.293","924607.726","67","0"
"Toronto,  Canada","Toronto"," Canada","Toronto, Golden Horseshoe, Ontario, Canada","43.6534817","-79.3839347","151809.154","926869.137","67","0"
"Mahé,  Seychelles","Mahé"," Seychelles","Mahé, Seychelles","-4.68379555","55.49263800753758","153652.929","938296.892","67","0"
"Lusaka,  Zambia","Lusaka"," Zambia","Lusaka, Lusaka District, Lusaka Province, 10101, Zambia","-15.4164488","28.2821535","157339.593","961146.901","67","0"
"Malé,  Maldives","Malé"," Maldives","Malé, Maldives","4.1779879","73.5107387","159687.749","975700.811","67","0"
"Beijing,  China","Beijing"," China","Beijing, 100051, China","39.906217","116.3912757","163538.49","999567.77","67","0"
"Colombo,  Sri Lanka","Colombo"," Sri Lanka","Colombo, Main Street, Gas Paha Junction, Kochchikade, St. Bastian, Colombo, Colombo District, Western Province, 01100, Sri Lanka","6.9387469","79.8541134","164126.207","1003210.455","67","0"
"Harare,  Zimbabwe","Harare"," Zimbabwe","Harare, Harare Province, 04-263, Zimbabwe","-17.831773","31.045686","164131.266","1003241.807","67","0"
"Khabarovsk Krai,  Russia","Khabarovsk Krai"," Russia","Khabarovsk Krai, Far Eastern Federal District, Russia","51.6312684","136.121524","165042.511","1008889.719","67","0"
"Chicago,  United States","Chicago"," United States","Chicago, Cook County, Illinois, United States","41.8755616","-87.6244212","165285.364","1010394.932","67","0"
"Pointe-à-Pitre,  France","Pointe-à-Pitre"," France","Pointe-à-Pitre, Guadeloupe, 97110, France","16.23579555","-61.53207278338337","170472.895","1042547.341","67","0"
"Yangon,  Myanmar","Yangon"," Myanmar","Yangon, Western District, Yangon, 11000, Myanmar","16.7967129","96.1609916","172515.732","1055208.879","67","0"
"San Juan,  United States","San Juan"," United States","San Juan, Puerto Rico, United States","18.465299","-66.116666","173940.457","1064039.353","67","0"
"Antananarivo,  Madagascar","Antananarivo"," Madagascar","Antananarivo, Analamanga, Province d’Antananarivo, 101, Madagascar","-18.9100122","47.5255809","176961.24","1082762.216","67","0"
"Punta Cana,  Dominican Republic","Punta Cana"," Dominican Republic","Punta Cana, Higüey, La Altagracia, 23300, Dominican Republic","18.556551","-68.3691611","177356.106","1085209.602","67","0"
"Gaborone,  Botswana","Gaborone"," Botswana","Gaborone, South-East District, 09267, Botswana","-24.6581357","25.9088474","178643.387","1093188.196","67","0"
"Santo Domingo,  Dominican Republic","Santo Domingo"," Dominican Republic","Santo Domingo, Distrito Nacional, Dominican Republic","18.4801972","-69.942111","179974.497","1101438.437","67","0"
