"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"Santiago,  Chile","Santiago"," Chile","Santiago, Provincia de Santiago, Santiago Metropolitan Region, Chile","-33.4377756","-70.6504502","0.0","0.0","0","67"
"Autonomous City of Buenos Aires,  Argentina","Autonomous City of Buenos Aires"," Argentina","Autonomous City of Buenos Aires, Comuna 6, Autonomous City of Buenos Aires, Argentina","-34.6075682","-58.4370894","31361.817","151737.193","67","0"
"Montevideo,  Uruguay","Montevideo"," Uruguay","Montevideo, Uruguay","-34.9058916","-56.1913095","34586.989","179425.43","67","0"
"Santa Cruz,  Bolivia","Santa Cruz"," Bolivia","Santa Cruz, Bolivia","-17.333333","-61.5","49802.213","269404.818","67","0"
"Lima,  Peru","Lima"," Peru","Lima, Province of Lima, Lima Metropolitan Area, Lima, Peru","-12.0621065","-77.0365256","60527.979","330158.013","67","0"
"Rio de Janeiro,  Brazil","Rio de Janeiro"," Brazil","Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Southeast Region, 20260-080, Brazil","-22.9110137","-43.2093727","71437.329","391491.147","67","0"
"Quito,  Ecuador","Quito"," Ecuador","Quito, Pichincha, 17041, Ecuador","-0.2201641","-78.5123274","84367.771","507039.937","67","0"
"Bogota,  Colombia","Bogota"," Colombia","Bogota, Bogota Capital District, 11001, Colombia","4.6533326","-74.083652","94170.772","569625.412","67","0"
"Tocumen,  Panama","Tocumen"," Panama","Tocumen, Distrito Panamá, Panamá, Panama","9.0920363","-79.3816691","106439.797","645669.05","67","0"
"Caracas,  Venezuela","Caracas"," Venezuela","Caracas, Parroquia Catedral, Municipio Libertador, Capital District, Venezuela","10.506098","-66.9146017","108253.762","656912.041","67","0"
"Liberia,  Costa Rica","Liberia"," Costa Rica","Liberia, Cantón Liberia, Provincia Guanacaste, 50101, Costa Rica","10.6333401","-85.4362722","113489.136","689360.979","67","0"
"San Salvador,  El Salvador","San Salvador"," El Salvador","San Salvador, Ayutuxtepeque, Departamento de San Salvador, CP-1101, El Salvador","13.6989939","-89.1914249","123295.367","750140.175","67","0"
