"location","city","country","address","latitude","longitude","co2_kg","distance_km","plane trips_amount","train trips_amount"
"New Delhi,  India","New Delhi"," India","New Delhi, Delhi, India","28.6138954","77.2090057","17.593","588.393","0","67"
"Islamabad,  Pakistan","Islamabad"," Pakistan","Islamabad, Islamabad Capital Territory, 44000, Pakistan","33.6938118","73.0651511","21734.426","91915.188","67","0"
"Kathmandu,  Nepal","Kathmandu"," Nepal","Kathmandu, Kamaladi Marg, Kamalpokhari, Baghbazar, Kathmandu, Bagmati Pradesh, 46600, Nepal","27.708317","85.3205817","24667.148","107270.562","67","0"
"Dhaka,  Bangladesh","Dhaka"," Bangladesh","Dhaka, Chanpara Bazar, Dhaka District, Dhaka Division, 1230, Bangladesh","23.810651","90.4126466","35961.721","190333.692","67","0"
"Tashkent,  Uzbekistan","Tashkent"," Uzbekistan","Tashkent, 100128, Uzbekistan","41.3123363","69.2787079","39692.62","211874.61","67","0"
"Bishkek,  Kyrgyzstan","Bishkek"," Kyrgyzstan","Bishkek, Kyrgyzstan","42.8765615","74.6070079","40112.902","214266.288","67","0"
"Muscat,  Oman","Muscat"," Oman","Muscat, Oman","23.5882019","58.3829448","48630.775","262738.569","67","0"
"Ashgabat,  Turkmenistan","Ashgabat"," Turkmenistan","Ashgabat, Turkmenistan","37.9404648","58.3823487","50192.303","271624.686","67","0"
"Dubai,  United Arab Emirates","Dubai"," United Arab Emirates","Dubai, 39205, United Arab Emirates","25.2653471","55.2924914","54325.489","295145.224","67","0"
"Yangon,  Myanmar","Yangon"," Myanmar","Yangon, Western District, Yangon, 11000, Myanmar","16.7967129","96.1609916","57623.729","313830.119","67","0"
"Colombo,  Sri Lanka","Colombo"," Sri Lanka","Colombo, Main Street, Gas Paha Junction, Kochchikade, St. Bastian, Colombo, Colombo District, Western Province, 01100, Sri Lanka","6.9387469","79.8541134","59724.474","325640.654","67","0"
"Tehran,  Iran","Tehran"," Iran","Tehran, بخش مرکزی شهرستان تهران, Tehran County, Tehran Province, Iran","35.6892523","51.3896004","62471.474","341084.484","67","0"
"Nur-Sultan,  Kazakhstan","Nur-Sultan"," Kazakhstan","Nur-Sultan, Kazakhstan","51.1282205","71.4306682","62478.724","341125.244","67","0"
"Doha,  Qatar","Doha"," Qatar","Doha, Qatar","25.2856329","51.5264162","63029.264","344220.414","67","0"
"Manama,  Bahrain","Manama"," Bahrain","Manama, Capital Governorate, 308, Bahrain","26.2235041","50.5822436","64663.668","353409.149","67","0"
"Dammam Governorate,  Saudi Arabia","Dammam Governorate"," Saudi Arabia","Dammam Governorate, Eastern Region, Saudi Arabia","26.4367824","50.1039991","65660.663","359014.326","67","0"
"Malé,  Maldives","Malé"," Maldives","Malé, Maldives","4.1779879","73.5107387","67334.719","368425.987","67","0"
"Baku,  Azerbaijan","Baku"," Azerbaijan","Baku, Yasamal Raion, Baku City, Absheron, Azerbaijan","40.3754434","49.8326748","68814.267","376744.111","67","0"
"Kuwait City,  Kuwait","Kuwait City"," Kuwait","Kuwait City, Al Asimah, 15005, Kuwait","29.3797091","47.9735629","69440.149","380262.862","67","0"
"Bangkok,  Thailand","Bangkok"," Thailand","Bangkok, Phra Borom Maha Ratchawang Subdistrict, Phra Nakhon District, Bangkok, 10200, Thailand","13.7544238","100.4930399","71314.368","390799.855","67","0"
"Hanoi,  Vietnam","Hanoi"," Vietnam","Hanoi, Vietnam","21.0294498","105.8544441","73363.74","402321.566","67","0"
"Baghdad,  Iraq","Baghdad"," Iraq","Baghdad, Al-Karkh Central Subdistrict, Al-Karkh District, Baghdad Governorate, Iraq","33.3024309","44.3787992","77127.057","423479.203","67","0"
"Yerevan,  Armenia","Yerevan"," Armenia","Yerevan, Armenia","40.1776121","44.5125849","79008.103","434054.575","67","0"
"Tbilisi,  Georgia","Tbilisi"," Georgia","Tbilisi, Georgia","41.6934591","44.8014495","79455.528","436570.027","67","0"
"Ulaanbaatar,  Mongolia","Ulaanbaatar"," Mongolia","Ulaanbaatar, Mongolia","47.94909925","107.02225913456641","81269.538","446893.493","67","0"
"Phnom Penh,  Cambodia","Phnom Penh"," Cambodia","Phnom Penh, Khan Daun Penh, Phnom Penh, 11213, Cambodia","11.568271","104.9224426","82444.995","461610.54","67","0"
"Municipality of Macau,  China","Municipality of Macau"," China","Municipality of Macau, Macau, China","22.1899448","113.5380454","83545.233","496158.638","67","0"
"Hong Kong Island,  China","Hong Kong Island"," China","Hong Kong Island, Hong Kong, China","22.2793278","114.1628131","84129.872","503892.785","67","0"
"Beijing,  China","Beijing"," China","Beijing, 100051, China","39.906217","116.3912757","84281.703","505901.347","67","0"
"Kuala Lumpur,  Malaysia","Kuala Lumpur"," Malaysia","Kuala Lumpur, Malaysia","3.1516964","101.6942371","85268.0","514445.874","67","0"
"Amman,  Jordan","Amman"," Jordan","Amman, 2062, Jordan","31.9515694","35.9239625","87837.416","530371.158","67","0"
"Beirut,  Lebanon","Beirut"," Lebanon","Beirut, Beirut Governorate, Lebanon","33.8959203","35.47843","88370.086","533672.659","67","0"
"Hargeisa,  Somalia","Hargeisa"," Somalia","Hargeisa, Hargeisa District, Woqooyi Galbeed, 1100, Somalia","9.561733","44.061803","89961.695","543537.478","67","0"
"Tel Aviv-Yafo,  Israel","Tel Aviv-Yafo"," Israel","Tel Aviv-Yafo, Tel Aviv Subdistrict, Tel Aviv District, Israel","32.0852997","34.7818064","90120.532","544521.956","67","0"
"Singapore, Singapore","Singapore","Singapore","Singapore","1.357107","103.8194992","91857.793","555289.527","67","0"
"Larnaca Municipality,  Cyprus","Larnaca Municipality"," Cyprus","Larnaca Municipality, Larnaca District, South Cyprus, Cyprus","34.9236095","33.6236184","91915.138","555644.955","67","0"
"Pafos,  Cyprus","Pafos"," Cyprus","Pafos, Paphos Municipality, Paphos District, South Cyprus, 8047, Cyprus","34.7743988","32.4231586","94299.732","570424.712","67","0"
"Moscow,  Russia","Moscow"," Russia","Moscow, Central Federal District, Russia","55.7504461","37.6174943","96085.863","581495.182","67","0"
"Mahé,  Seychelles","Mahé"," Seychelles","Mahé, Seychelles","-4.68379555","55.49263800753758","96857.411","586277.25","67","0"
"Taipei,  Taiwan","Taipei"," Taiwan","Taipei, Taiwan","25.0375198","121.5636796","97239.593","588646.024","67","0"
"Cairo,  Egypt","Cairo"," Egypt","Cairo, Cairo Governorate, Egypt","30.0443879","31.2357257","98031.694","593555.48","67","0"
"Istanbul,  Turkey","Istanbul"," Turkey","Istanbul, Fatih, Istanbul, Marmara Region, 34126, Turkey","41.0096334","28.9651646","100661.071","609852.406","67","0"
"Addis Ababa,  Ethiopia","Addis Ababa"," Ethiopia","Addis Ababa, 1138, Ethiopia","9.0107934","38.7612525","101028.196","612127.849","67","0"
"Kyiv,  Ukraine","Kyiv"," Ukraine","Kyiv, Ukraine","50.4500336","30.5241361","101199.135","613187.334","67","0"
"Lal-lo,  Philippines","Lal-lo"," Philippines","Lal-lo, Cagayan, Cagayan Valley, 3509, Philippines","18.2000513","121.661997","102858.554","623472.445","67","0"
"Seoul,  South Korea","Seoul"," South Korea","Seoul, Nowon-gu, South Korea","37.5666791","126.9782914","103530.142","627634.96","67","0"
"Manila,  Philippines","Manila"," Philippines","Manila, Capital District, Metro Manila, Philippines","14.5907332","120.9809674","105070.445","637181.78","67","0"
"Cagayan de Oro,  Philippines","Cagayan de Oro"," Philippines","Cagayan de Oro, Alabang Hills Village, Muntinlupa, Southern Manila District, Metro Manila, 1771, Philippines","14.4373834","121.0303195","105338.701","638844.437","67","0"
"Bandar Seri Begawan,  Brunei","Bandar Seri Begawan"," Brunei","Bandar Seri Begawan, Mukim Kianggeh, Brunei-Muara District, BS8711, Brunei","4.8895453","114.9417574","105408.201","639275.203","67","0"
"Khartoum,  Sudan","Khartoum"," Sudan","Khartoum, Khartoum State, 11111, Sudan","15.5635972","32.5349123","105977.638","642804.581","67","0"
